;Cod_setor;MediaMoradorDomicilio;RendaMediaDomicilio;RendaMediaPerCapitaGeral;RendaMediaPerCapitaComRendimento;nAbsDomicilios;nAbsDomiciliosCasa;nAbsDomiciliosApto;nAbsImoveisAlugados;nAbs1PessoasDomicilio;nAbs1PessoasDomicilio;nAbs2PessoasDomicilio;nAbs3PessoasDomicilio;nAbs4PessoasDomicilio;nAbs5ouMaisPessoasDomicilio;nAbsHabitantes;nAbsMoradoresCasa;nAbsMoradoresApto;nAbsMoradoresImoveisAlugados;nAbsConjuges;nAbsHomensResidentes;nAbsMulheresResidentes;TotalRendNomMensalDomParticulares;TotalRendimentoNomMensalDomParticularesPermanentes;TotalRendimentoNomMensalDomParitulcaresImprovisados;nAbsPessoasClasseE;nAbsPessoasClasseD;nAbsPessoasClasseC;nAbsPessoasClasseB;nAbsPessoasClasseA
143;160030305000027;5.14;1356.23;666.24;1193.95;124;111;2;28;2;2;20;25;20;1611510;637;589;5;107;637;301;336;361767;361767;0;60;12;28;3;2
144;160030305000028;4.35;1253.25;692.82;1097.04;338;336;1;81;30;30;41;64;68;46322020;1471;1467;1;276;1471;703;768;819910;819910;0;202;28;70;5;4
145;160030305000029;4.51;1259.42;669.9;1026.99;201;181;17;29;16;16;25;36;45;2516138;906;854;37;86;906;425;481;497064;497064;0;122;23;35;6;1
146;160030305000030;4.09;1201.03;607.16;1026.12;269;190;1;53;52;52;30;47;41;3621154;1101;858;2;114;1101;558;543;556155;550945;5210;177;26;38;6;4
147;160030305000031;4.1;1595.47;872.55;1514.93;207;160;38;45;22;22;39;31;42;291589;846;708;110;135;846;401;445;630824;630314;510;109;21;49;4;7
148;160030305000032;4.51;1303.49;652.15;1073.4;250;249;1;76;15;15;38;53;43;30251412;1127;1124;3;255;1127;551;576;620476;620476;0;151;26;43;4;5
149;160030305000033;3.74;2387.13;1331.12;2062.76;196;161;32;41;22;22;33;44;38;241498;728;645;79;109;728;324;404;849102;838002;11100;61;27;76;9;10
150;160030305000034;3.85;1872.23;1066.9;1772.24;271;205;23;76;21;21;50;60;66;3216108;1042;860;67;214;1042;485;557;955302;955302;0;104;28;102;6;5
151;160030305000035;3.82;3050.1;1471.98;2355.17;144;105;1;42;12;12;31;27;31;131683;550;434;4;137;550;244;306;717818;717818;0;39;17;56;8;12
152;160030305000036;3.79;2635.97;1469.57;2121.35;106;87;0;22;15;15;13;22;22;14973;402;343;0;77;402;183;219;507003;507003;0;31;14;46;5;7
153;160030305000037;3.96;2597.53;1183.34;1925.37;288;248;40;87;38;38;50;57;52;3916125;1141;1051;90;250;1141;523;618;1163716;1163716;0;110;26;107;12;16
154;160030305000038;3.62;2226.03;1212.28;1728.81;254;186;41;78;35;35;57;45;44;3217154;917;738;104;210;917;426;491;993058;991158;1900;89;32;103;9;10
155;160030305000039;3.99;2516.95;1341.88;2034.01;254;223;31;35;26;26;35;62;52;3219115;1013;926;87;107;1013;465;548;1155224;1155224;0;80;33;95;13;15
156;160030305000040;4.95;1706.8;784.7;1324.86;241;220;7;43;12;12;28;46;39;35221813;1193;1124;18;137;1193;565;628;773719;769733;3986;124;21;51;3;11
157;160030305000041;4.64;1230.3;605.2;1022.26;256;255;1;50;18;18;33;43;61;2929148;1188;1187;1;184;1188;594;594;591890;591890;0;139;33;48;4;4
158;160030305000042;4.77;1754.94;854.68;1499.78;211;166;43;48;15;15;34;29;38;3128109;1006;848;155;175;1006;472;534;699639;699639;0;110;17;40;4;12
159;160030305000043;5.33;723.96;344.37;597.98;291;264;1;22;12;12;24;44;39;38313216;1447;1417;1;78;1447;724;723;382588;382588;0;218;18;16;0;1
160;160030305000044;4.04;1610.0;871.62;1350.55;421;320;24;123;49;49;73;72;79;57392011;1697;1457;57;331;1697;818;879;1254199;1251599;2600;212;40;116;12;9
161;160030305000045;4.22;1858.87;977.98;1527.46;209;191;11;42;16;16;25;45;46;331797;883;837;23;124;883;421;462;727278;727278;0;97;19;63;9;6
162;160030305000046;3.85;2443.06;1278.31;1974.5;200;160;37;60;27;27;35;43;30;261688;770;659;102;173;770;358;412;860847;860847;0;73;19;81;4;12
163;160030305000047;4.1;2403.35;1134.17;1716.34;348;292;45;82;25;25;43;84;83;3829165;1421;1244;135;280;1421;654;767;1350529;1329009;21520;150;53;105;11;17
164;160030305000048;3.96;1327.79;814.92;1335.17;201;157;22;48;21;21;33;40;42;2221810;795;658;64;150;795;372;423;532363;532363;0;97;23;39;4;3
165;160030305000049;4.54;1541.4;795.77;1337.96;249;185;63;77;16;16;39;46;44;3525148;1126;943;182;238;1126;554;572;757924;757324;600;124;29;79;2;3
166;160030305000050;3.79;4381.34;2418.82;3631.24;177;151;26;54;21;21;20;44;39;241378;671;608;63;157;671;313;358;1447817;1447817;0;23;9;83;14;30
167;160030305000051;4.13;1322.35;740.71;1245.85;292;261;28;52;17;17;43;52;70;5228165;1206;1128;70;145;1206;575;631;729101;729101;0;141;34;66;1;5
168;160030305000052;3.25;2377.19;1274.51;1829.71;237;131;90;106;51;51;49;42;45;221236;768;545;170;234;768;397;371;852134;851734;400;90;34;78;11;15
169;160030305000053;3.67;1798.64;940.57;1515.17;290;212;77;98;40;40;59;52;59;3916103;1065;870;192;268;1065;540;525;859554;859554;0;113;45;104;6;4
170;160030305000054;3.48;3325.97;1676.63;2530.43;185;116;67;57;21;21;42;38;39;21983;642;453;186;178;642;294;348;954464;953954;510;59;14;76;15;17
171;160030305000055;3.61;2150.01;1060.39;1702.28;360;263;50;115;53;53;69;63;84;3824127;1298;1053;102;312;1298;646;652;1144207;1144207;0;138;51;122;9;11
172;160030305000056;3.81;1926.9;1003.83;1575.21;221;154;53;64;29;29;40;48;36;261679;843;676;118;175;843;406;437;704683;704683;0;106;25;53;9;8
173;160030305000057;4.05;1291.1;685.77;1162.76;185;153;11;43;15;15;35;45;28;278146;750;669;24;113;750;346;404;443010;443010;0;92;19;49;1;1
174;160030305000058;4.39;1174.24;532.99;1139.5;33;30;0;3;3;3;4;3;9;6223;145;135;0;13;145;76;69;66091;66091;0;18;3;9;0;0
175;160030305000059;4.7;1771.54;932.98;1480.01;110;109;0;19;5;5;14;18;22;191365;517;516;0;53;517;264;253;410424;410424;0;59;11;26;3;2
176;160030305000060;4.12;1713.98;887.2;1408.76;234;191;38;56;24;24;43;39;37;391994;961;851;88;163;961;457;504;697137;693747;3390;112;35;64;6;3
177;160030305000061;4.18;1079.16;592.26;1001.27;221;191;2;43;27;27;25;52;33;292676;924;841;6;124;924;441;483;446216;446216;0;129;24;44;2;0
178;160030305000062;4.32;1004.17;543.76;993.04;248;206;16;59;25;25;37;53;37;3622516;1072;951;44;203;1072;535;537;468717;468717;0;175;19;27;0;4
179;160030305000063;4.96;696.02;452.7;836.04;58;36;1;7;5;5;3;6;11;14355;283;171;4;25;283;145;138;103469;100139;3330;37;3;4;1;0
180;160030305000064;3.97;2152.4;1070.56;1611.2;142;110;0;42;12;12;22;34;34;131281;562;465;0;139;562;252;310;478130;477630;500;67;13;43;4;6
181;160030305000065;4.32;1789.24;811.51;1388.04;165;126;18;56;14;14;25;24;30;3512104;713;609;44;168;713;338;375;462443;461909;534;92;16;33;6;5
182;160030305000066;4.33;1417.36;717.88;1275.63;195;179;13;29;11;11;22;48;43;2021144;844;792;41;100;844;422;422;497494;497494;0;95;15;37;6;5
183;160030305000067;4.26;1019.38;526.5;806.31;202;196;4;22;11;11;32;37;45;3217127;861;845;8;75;861;404;457;371709;371709;0;140;20;28;2;0
184;160030305000068;4.16;1346.17;674.57;1192.01;254;232;3;62;13;13;35;59;57;3820175;1057;984;11;213;1057;474;583;593269;593269;0;133;24;66;1;5
185;160030305000069;3.75;1972.25;1042.74;1539.56;321;305;11;108;35;35;61;66;58;4518226;1201;1166;19;292;1201;565;636;1079234;1070814;8420;149;33;107;13;11
186;160030305000070;3.91;1753.95;1012.57;1605.92;152;111;14;39;12;12;24;36;34;191417;594;470;37;133;594;290;304;500920;500920;0;70;13;49;6;3
187;160030305000071;3.99;1405.56;1078.64;1948.3;183;157;23;45;17;17;24;40;39;301086;724;657;61;148;724;346;378;681585;678875;2710;53;23;39;5;3
188;160030305000072;3.95;1909.76;1044.57;1625.08;282;212;36;90;29;29;49;57;66;3118126;1114;922;92;284;1114;538;576;990079;990079;0;115;36;87;12;9
189;160030305000073;3.73;2177.93;1115.44;1816.43;223;168;37;68;39;39;31;40;44;3116105;832;715;89;176;832;398;434;791964;791964;0;82;24;77;6;8
190;160030305000074;3.8;2259.33;1241.83;1915.47;457;380;52;146;61;61;87;91;81;53341813;1737;1542;134;407;1737;831;906;1803802;1803802;0;162;61;159;19;14
191;160030305000075;3.93;1314.67;746.57;1270.95;266;219;28;88;31;31;40;64;45;3418148;1045;913;67;292;1045;493;552;638520;638520;0;132;22;58;9;2
192;160030305000076;4.48;1260.2;862.16;1674.02;192;180;12;31;15;15;26;28;40;3315149;861;830;31;87;861;405;456;630504;630504;0;66;12;34;5;5
193;160030305000077;4.11;2201.17;1140.83;1783.13;356;260;37;77;22;22;46;76;63;44191310;1313;1123;111;265;1313;643;670;1274896;1274896;0;137;28;102;10;13
194;160030305000078;4.01;1308.46;747.76;1715.81;344;308;31;87;40;40;46;76;71;4332137;1381;1294;74;304;1381;642;739;856188;856188;0;92;40;73;3;10
195;160030305000079;4.18;1297.12;941.11;1501.52;258;258;0;32;19;19;28;51;69;3724158;1078;1078;0;96;1078;509;569;864366;864366;0;99;23;50;7;5
196;160030305000080;3.75;4703.03;2485.71;3928.04;357;261;41;80;25;25;71;78;87;3724137;1320;1056;118;245;1320;610;710;2855293;2855293;0;71;30;113;24;64
197;160030305000081;3.95;1924.1;1077.9;1776.5;393;347;21;129;61;61;54;74;66;62251612;1554;1427;56;394;1554;756;798;1402832;1401332;1500;162;38;124;9;14
198;160030305000082;4.19;2443.29;1542.4;2447.0;160;146;14;27;22;22;19;30;26;301078;671;640;31;80;671;312;359;904879;904879;0;57;20;50;7;9
199;160030305000083;3.76;2560.23;1374.26;2043.43;195;123;66;81;32;32;28;43;38;1712106;734;567;156;216;734;341;393;857845;857845;0;58;27;75;11;11
200;160030305000084;3.88;2304.08;1246.9;1921.66;185;171;6;44;23;23;23;41;34;271995;718;685;16;125;718;363;355;767524;767524;0;82;18;59;5;10
201;160030305000085;4.2;2211.07;1195.98;1774.14;230;212;13;30;17;17;28;51;47;362286;964;914;34;90;964;475;489;1013174;1008374;4800;95;24;75;10;11
202;160030305000086;4.1;5797.16;2168.99;3360.92;238;225;9;29;21;21;44;42;50;2417199;973;948;20;87;973;454;519;1796563;1796053;510;94;19;89;4;11
203;160030305000087;3.54;1851.72;978.74;1553.76;85;62;0;26;16;16;12;25;10;8642;301;248;0;57;301;142;159;248601;248601;0;38;10;25;0;6
204;160030305000088;4.01;2148.47;1091.02;1720.81;337;303;26;53;36;36;51;68;64;5031177;1346;1272;61;149;1346;644;702;1222936;1219836;3100;134;30;108;15;16
205;160030305000089;4.09;1732.42;969.67;1562.69;165;161;3;54;25;25;24;23;30;2515114;675;665;8;141;675;343;332;565547;565547;0;75;17;52;3;5
206;160030305000090;4.4;1737.73;907.95;1458.94;213;204;0;45;19;19;30;43;40;3014168;937;920;0;139;937;482;455;723124;723124;0;103;28;59;4;4
207;160030305000091;4.2;1600.57;927.93;1629.84;290;261;29;53;31;31;35;74;51;33241612;1218;1138;80;164;1218;571;647;950198;950198;0;106;29;78;7;8
208;160030305000092;4.47;1175.69;602.43;1195.42;140;117;6;24;10;10;14;27;27;241894;626;553;19;83;626;304;322;304832;304832;0;67;11;26;2;2
209;160030305000093;4.29;1658.37;799.32;1332.69;252;162;69;86;29;29;32;52;45;33211210;1080;804;190;262;1080;518;562;726232;726232;0;108;33;92;3;4
210;160030305000094;4.07;1813.79;1004.34;1523.18;235;194;21;59;23;23;30;51;52;3422103;957;859;55;187;957;449;508;825164;825164;0;96;26;72;4;8
211;160030305000095;4.88;882.5;581.52;933.59;213;203;2;22;11;11;22;44;36;3121207;1039;1015;4;80;1039;512;527;482664;482664;0;129;15;33;1;0
212;160030305000096;4.59;1521.8;798.79;1331.32;180;158;20;34;13;13;15;32;39;3217143;820;756;61;125;820;405;415;530086;529486;600;91;12;45;3;4
213;160030305000097;3.74;2293.24;1272.74;1885.13;272;193;7;106;32;32;55;52;50;371988;1013;822;20;297;1013;494;519;1100916;1097916;3000;95;32;103;15;8
214;160030305000098;3.72;1114.36;551.16;1122.74;94;74;10;19;17;17;10;18;18;17462;350;307;28;48;350;178;172;151570;151570;0;57;11;12;2;1
215;160030305000099;5.13;654.26;342.64;759.48;267;259;7;23;10;10;21;38;51;46491114;1368;1344;20;82;1368;626;742;357207;356187;1020;171;15;23;0;0
216;160030305000100;3.74;2344.86;1346.03;2001.65;214;141;28;78;29;29;54;30;27;3313157;800;626;54;197;800;366;434;925044;925044;0;71;27;87;5;10
217;160030305000101;5.29;562.71;305.53;589.45;208;205;0;20;11;11;16;31;35;31252112;1101;1095;0;88;1101;543;558;241673;241673;0;158;7;6;0;1
218;160030305000102;4.8;543.69;305.49;593.22;97;95;1;5;4;4;11;20;13;169114;466;459;5;33;466;229;237;102034;102034;0;74;4;4;0;0
219;160030305000103;4.69;1647.72;671.52;1377.78;32;30;2;3;4;4;2;3;9;3611;150;142;8;9;150;72;78;79911;79911;0;14;5;10;0;1
220;160030305000104;4.21;1524.04;1018.12;1599.9;55;46;1;11;1;1;12;10;12;6323;223;205;3;42;223;111;112;201587;173437;28150;17;9;21;0;2
221;160030305000105;4.93;1196.33;494.06;964.18;113;103;5;12;8;8;5;22;23;191058;559;513;14;42;559;271;288;218359;216239;2120;62;7;23;2;2
222;160030305000106;5.15;982.09;378.3;607.98;35;31;1;7;3;3;1;6;6;5441;178;166;7;37;178;96;82;51070;50356;714;29;1;2;0;1
223;160030305000107;4.77;848.36;412.31;776.62;201;194;7;21;11;11;14;32;44;38261411;958;934;24;71;958;457;501;326958;326958;0;143;19;19;1;1
224;160030305000108;5.08;1108.92;536.01;840.18;210;198;10;18;14;14;18;34;41;29221314;1067;1030;29;63;1067;515;552;454028;454028;0;139;27;28;1;3
225;160030305000109;4.35;638.34;436.99;807.65;238;203;13;43;24;24;22;49;45;4217167;1036;949;31;127;1036;500;536;361627;361627;0;149;12;14;0;1
226;160030305000110;4.52;929.27;444.15;801.94;220;190;25;36;17;17;22;41;45;34231212;990;916;62;103;990;489;501;346440;344440;2000;146;24;27;2;0
227;160030305000111;4.43;1514.14;746.39;1209.23;160;154;0;33;11;11;23;26;31;311179;708;697;0;113;708;352;356;432394;432394;0;99;14;29;2;5
228;160030305000112;4.49;1367.62;642.63;1154.75;379;301;76;76;31;31;45;71;76;56362510;1698;1511;184;204;1698;841;857;898398;896868;1530;208;30;81;9;9
229;160030305000113;4.39;1058.93;525.39;1037.38;245;221;5;50;21;21;22;41;58;3829196;1072;1000;15;166;1072;530;542;447111;445111;2000;141;23;32;2;3
230;160030305000114;5.06;735.81;485.96;947.15;126;116;10;12;4;4;11;17;29;271546;638;612;26;48;638;314;324;241522;241522;0;66;7;13;0;1
231;160030305000115;4.66;685.12;344.43;611.72;95;92;0;21;4;4;10;23;14;141276;443;436;0;83;443;215;228;117450;117450;0;76;8;4;0;0
232;160030305000116;4.6;1119.52;443.79;933.49;84;64;13;24;10;10;6;10;22;12935;386;311;54;106;386;199;187;135356;135356;0;50;13;15;0;0
233;160030305000117;5.11;752.7;378.41;627.44;334;330;2;18;18;18;25;48;69;46462818;1702;1687;8;75;1702;825;877;487129;483329;3800;240;24;35;1;0
234;160030305000118;4.69;785.33;443.09;837.12;443;420;2;67;28;28;53;77;86;65482620;2077;1996;3;229;2077;1026;1051;687713;687713;0;264;32;41;1;5
235;160030305000119;4.03;5106.88;2298.69;3656.38;311;289;7;40;30;30;38;62;75;4333128;1248;1198;22;138;1248;609;639;2413074;2411964;1110;97;26;106;20;52
236;160030305000120;5.22;779.93;375.64;855.34;182;156;0;23;7;7;13;29;23;2320148;898;815;0;129;898;446;452;214814;214814;0;98;13;23;0;0
237;160030305000121;3.74;1079.89;720.06;1175.55;147;107;8;43;20;20;23;30;27;241234;550;434;26;127;550;281;269;310346;310346;0;87;5;21;1;3
238;160030305000122;3.7;1586.78;1084.45;1758.37;240;208;32;53;23;23;37;48;62;411692;887;824;63;133;887;452;435;800824;800824;0;83;31;70;6;4
239;160030305000123;4.14;837.62;450.71;720.74;357;338;3;38;37;37;43;82;61;4936248;1477;1432;9;139;1477;730;747;493410;488910;4500;278;21;33;3;2
240;160030305000124;4.04;1871.07;960.67;1682.14;258;225;7;39;11;11;36;57;66;4522133;1042;950;21;115;1042;499;543;828656;828656;0;90;25;86;9;9
241;160030305000125;4.28;593.14;302.97;725.42;298;290;0;34;23;23;33;59;70;36331913;1276;1247;0;111;1276;631;645;284391;284391;0;174;16;20;2;0
242;160030305000126;4.44;568.88;273.44;542.96;162;133;0;41;14;14;27;28;22;2317126;720;644;0;115;720;349;371;152030;152030;0;137;6;4;0;0
243;160030305000127;4.35;681.69;338.38;732.08;267;240;2;41;20;20;40;51;48;38291115;1161;1075;4;141;1161;589;572;304544;304544;0;176;14;20;0;1
244;160030305000128;4.43;1988.9;896.02;1735.69;165;140;20;31;6;6;20;30;48;261575;731;665;53;104;731;371;360;550938;550938;0;57;17;67;6;3
245;160030305000129;4.22;1780.41;829.06;1538.12;43;37;0;2;3;3;2;9;8;6522;165;156;0;6;165;66;99;108919;108919;0;17;2;12;0;1
246;160030305000130;3.3;3438.62;1924.56;2774.72;211;170;22;83;44;44;44;40;35;221333;696;612;43;215;696;350;346;1140126;1140126;0;80;17;73;19;19
247;160030305000131;3.91;1527.28;1054.76;1766.6;682;641;3;104;67;67;103;127;160;11258288;2666;2553;7;334;2666;1327;1339;2216125;2216125;0;290;63;149;15;21
248;160030305000132;3.89;2668.0;1494.13;2345.39;374;279;9;89;28;28;56;84;88;6230136;1454;1173;31;283;1454;701;753;1778094;1778094;0;153;35;104;19;32
249;160030305000133;4.0;3055.45;1863.41;2464.52;11;11;0;0;1;1;1;2;3;2110;44;44;0;0;44;22;22;76400;76400;0;2;1;6;0;1
250;160030305000134;4.12;2856.2;1344.99;2280.34;379;370;8;58;33;33;47;88;75;61282410;1560;1530;23;220;1560;751;809;1794778;1794778;0;100;32;160;20;31
251;160030305000135;4.06;1589.12;840.98;1528.77;155;153;2;18;11;11;18;34;37;212353;629;624;5;67;629;290;339;410239;410239;0;78;17;34;7;3
252;160030305000136;4.17;1406.75;747.63;1332.59;474;455;11;65;34;34;66;100;101;80292719;1975;1931;26;207;1975;975;1000;1178350;1177330;1020;267;40;91;16;7
253;160030305000137;3.9;2507.08;1184.91;2215.14;210;196;14;40;18;18;35;43;52;271664;818;787;31;114;818;403;415;846359;846359;0;41;19;99;7;12
254;160030305000138;4.01;1938.42;978.51;1560.76;352;278;66;93;31;31;57;62;81;4634239;1408;1195;187;296;1408;687;721;1131581;1130381;1200;139;46;120;9;10
255;160030305000139;4.01;1625.11;904.81;1551.65;240;209;28;58;22;22;49;40;41;3724115;963;880;73;175;963;471;492;727726;727726;0;102;34;72;4;3
256;160030305000140;4.3;1289.39;638.4;1051.49;304;285;0;33;23;23;35;57;73;48241910;1308;1259;0;103;1308;627;681;678752;678752;0;182;32;69;6;1
257;160030305000141;4.41;1210.05;640.34;1098.18;194;192;2;16;6;6;32;42;40;26181010;855;850;5;53;855;409;446;446958;446958;0;108;21;41;3;0
258;160030305000142;4.58;1857.77;876.76;1562.85;252;221;29;49;19;19;33;53;45;34221311;1155;1054;92;171;1155;553;602;840302;840302;0;92;31;71;9;7
259;160030305000143;4.46;1158.47;543.6;1095.31;232;214;0;31;10;10;25;54;47;4120176;1035;967;0;116;1035;522;513;440315;440315;0;134;23;37;3;3
260;160030305000144;4.57;688.28;364.24;724.27;297;287;5;36;29;29;35;50;51;48331413;1357;1333;11;136;1357;673;684;374920;374920;0;187;20;19;0;1
261;160030305000145;4.72;2112.32;945.0;1587.82;222;209;12;22;13;13;23;36;45;502085;1047;1019;24;63;1047;509;538;818614;818064;550;80;30;76;13;6
262;160030305000146;4.14;781.72;413.42;743.66;191;179;2;28;12;12;23;41;46;3513104;791;754;3;101;791;400;391;250857;250857;0;150;6;18;1;0
263;160030305000147;4.12;1525.68;761.76;1301.12;285;224;17;77;35;35;50;43;60;26281810;1174;1013;47;217;1174;577;597;743218;743218;0;148;33;71;2;7
264;160030305000148;4.55;1083.46;550.24;903.54;246;226;0;40;14;14;34;39;62;34241111;1120;1046;0;158;1120;518;602;501208;501208;0;166;30;29;2;3
265;160030305000149;4.48;743.25;379.21;728.51;173;157;7;25;12;12;23;32;31;2517168;775;722;18;84;775;385;390;230937;230937;0;132;15;10;0;0
266;160030305000150;4.56;1236.41;619.76;1027.27;292;277;12;39;27;27;36;48;57;41331311;1327;1288;35;150;1327;656;671;674915;674405;510;169;28;58;3;4
267;160030305000151;3.92;1617.92;882.69;1399.2;337;327;1;78;36;36;50;88;59;3731148;1320;1294;4;244;1320;619;701;959942;959942;0;163;56;91;8;7
268;160030305000152;4.23;849.79;496.96;833.85;135;124;0;14;10;10;14;33;30;161754;571;541;0;44;571;273;298;222637;222637;0;86;11;14;2;1
269;160030305000153;4.53;1684.27;830.6;1316.51;229;216;0;21;16;16;22;50;51;33161312;1037;990;0;72;1037;495;542;719619;719619;0;117;16;71;4;6
270;160030305000154;4.57;1338.01;871.01;1418.74;221;208;13;38;8;8;30;48;44;312688;1011;969;42;138;1011;512;499;737236;737236;0;97;15;47;4;6
271;160030305000155;4.48;1025.23;531.1;949.96;189;185;0;17;13;13;30;25;37;401777;846;830;0;61;846;441;405;368584;368584;0;111;17;40;1;0
272;160030305000156;3.75;3752.93;2051.03;3043.81;265;217;17;57;25;25;45;58;61;3619105;995;863;49;212;995;467;528;1708401;1708401;0;46;25;119;15;39
273;160030305000157;3.79;3343.62;1600.05;2583.98;353;323;8;57;33;33;67;78;74;46181311;1337;1262;16;156;1337;640;697;1791081;1790381;700;105;22;139;21;40
274;160030305000158;4.21;965.97;522.35;989.07;239;234;4;51;27;27;26;51;43;451779;1007;999;7;130;1007;503;504;427279;427279;0;128;21;36;3;1
275;160030305000159;4.44;731.2;392.7;608.91;246;235;0;17;26;26;32;33;57;3024179;1086;1059;0;47;1086;536;550;324248;324248;0;185;14;20;0;1
276;160030305000160;4.73;1793.68;770.3;1404.66;269;246;0;34;25;25;34;34;48;39242714;1261;1206;0;104;1261;605;656;810874;810274;600;121;31;80;4;5
277;160030305000161;3.5;2315.65;1333.01;2230.03;215;198;0;37;18;18;45;50;54;27873;750;706;0;100;750;348;402;831041;829841;1200;54;22;79;10;12
278;160030305000162;3.81;1745.86;964.54;1494.65;189;169;1;34;10;10;25;49;52;291641;720;661;2;109;720;357;363;556903;556903;0;89;19;54;7;5
279;160030305000163;4.02;1214.41;640.62;1183.25;297;286;1;39;25;25;43;57;60;6121127;1191;1161;3;127;1191;603;588;618592;618082;510;143;34;65;4;3
280;160030305000164;3.79;1135.99;631.94;1190.16;154;152;2;12;10;10;32;23;41;29944;584;575;9;39;584;290;294;285638;285638;0;61;14;38;2;0
281;160030305000165;3.85;2415.32;1299.96;2237.9;220;210;9;44;20;20;31;46;53;361872;852;824;20;143;852;395;457;882560;881560;1000;67;21;90;6;8
282;160030305000166;4.22;1348.26;688.63;1127.85;362;354;1;42;29;29;51;69;84;55272211;1528;1509;4;141;1528;796;732;844643;844643;0;193;36;88;4;4
283;160030305000167;4.08;2284.92;1112.1;1857.5;278;278;0;33;10;10;31;66;85;432096;1134;1134;0;123;1134;554;580;1029894;1029894;0;104;34;114;9;9
284;160030305000168;4.84;1098.28;494.08;930.7;255;249;0;21;10;10;29;45;58;36261614;1234;1215;0;78;1234;632;602;479431;479431;0;137;33;60;0;0
285;160030305000169;4.46;1291.1;752.05;1222.64;235;231;0;27;9;9;29;45;64;441168;1047;1035;0;110;1047;536;511;616011;616011;0;103;21;57;5;2
286;160030305000170;4.06;667.37;427.14;1081.71;237;145;12;79;29;29;45;36;40;3422112;963;690;26;232;963;483;480;333167;332400;767;80;10;31;2;0
287;160030305000171;3.73;1688.63;897.27;1570.8;229;204;22;43;24;24;39;46;51;331697;852;797;47;133;852;429;423;616813;613313;3500;108;20;60;7;6
288;160030305000172;4.32;762.85;563.87;948.86;68;66;0;3;3;3;8;15;14;20202;294;288;0;12;294;145;149;137584;137584;0;36;3;7;2;0
289;160030305000173;4.42;1058.81;546.78;877.5;168;152;4;21;9;9;24;33;24;2517149;733;682;14;68;733;344;389;326430;321249;5181;106;19;23;0;2
290;160030305000174;3.54;4069.98;2169.09;3359.37;183;180;3;45;17;17;40;40;42;211326;648;642;6;124;648;287;361;1199808;1199808;0;21;12;98;19;22
291;160030305000175;4.29;1180.94;614.38;1097.45;328;310;7;39;23;23;31;72;66;6429189;1405;1348;24;144;1405;705;700;685814;685304;510;202;30;56;5;3
292;160030305000176;4.06;1073.2;557.53;988.03;508;496;10;38;48;48;72;91;103;84582315;2057;2026;29;117;2057;1012;1045;879739;879239;500;338;41;77;3;4
293;160030305000177;4.29;1193.9;602.17;1027.96;273;266;1;34;15;15;28;53;72;4928117;1172;1145;3;142;1172;585;587;549928;549928;0;176;14;49;0;5
294;160030305000178;4.17;1599.11;791.86;1276.63;149;140;8;13;11;11;22;34;24;231773;622;600;17;36;622;317;305;398307;397707;600;84;17;32;3;4
295;160030305000179;4.3;1325.69;676.94;1090.8;200;185;2;34;15;15;25;42;38;3116169;860;824;7;118;860;427;433;458787;458787;0;129;18;37;2;2
296;160030305000180;4.69;822.83;473.02;880.41;193;193;0;12;5;5;19;38;42;3919117;905;905;0;53;905;444;461;336318;336318;0;122;14;22;1;0
297;160030305000181;4.25;979.78;650.93;1188.33;248;225;18;39;20;20;38;56;30;42221910;1053;981;48;118;1053;529;524;537805;537805;0;112;11;43;3;2
298;160030305000182;3.88;2021.14;882.96;1473.91;263;201;56;72;25;25;43;51;58;3622107;1019;854;143;207;1019;499;520;752191;749316;2875;146;24;63;6;5
299;160030305000183;3.92;2150.73;1136.79;1859.02;441;400;3;91;37;37;75;97;87;73281414;1727;1608;13;283;1727;834;893;1620056;1620056;0;178;52;137;11;11
300;160030305000184;4.29;1512.07;735.52;1238.2;163;157;0;19;8;8;26;29;32;3112142;697;678;0;64;697;339;358;418510;415400;3110;83;16;50;3;1
301;160030305000185;4.06;1087.41;669.74;1248.16;239;235;0;47;18;18;41;46;54;361798;971;961;0;146;971;477;494;521380;521380;0;106;30;48;3;1
302;160030305000186;4.07;850.9;529.59;953.26;132;132;0;18;16;16;13;21;35;181852;537;537;0;50;537;257;280;219050;219050;0;73;18;16;1;0
303;160030305000187;4.08;1743.35;843.4;1352.8;214;188;26;37;11;11;33;47;45;3027134;874;794;80;125;874;419;455;611467;611467;0;107;22;59;6;5
304;160030305000188;4.34;1096.46;629.15;1202.17;115;103;12;29;12;12;16;17;24;131745;499;473;26;100;499;249;250;256063;256063;0;57;12;29;0;0
305;160030305000189;4.26;1287.7;629.81;1135.31;286;266;20;31;10;10;39;73;66;38231410;1219;1164;55;96;1219;601;618;603987;603987;0;167;34;61;0;3
306;160030305000190;4.19;1494.43;718.49;1284.93;379;366;7;52;23;23;55;75;72;71401912;1587;1552;15;182;1587;764;823;927843;927843;0;184;44;114;7;4
307;160030305000191;2.57;1128.7;688.46;1125.98;70;68;1;7;28;28;12;13;9;0231;180;175;2;11;180;93;87;120480;119460;1020;37;18;8;1;0
308;160030305000192;4.03;1605.91;795.58;1305.73;308;286;9;69;24;24;50;52;66;5827137;1237;1183;15;212;1237;601;636;804328;803168;1160;164;31;73;8;9
